itemCollection_SLDF_Weapons_lvl-2,,,
itemCollection_Weapons_Zeus_rare,Reference,1,1
itemCollection_Weapons_Valiant_rare,Reference,1,1
itemCollection_Weapons_Tiegart_rare,Reference,1,1
itemCollection_Weapons_Telos_rare,Reference,1,1
itemCollection_Weapons_Taurian_rare,Reference,1,1
itemCollection_Weapons_Steiner_rare,Reference,1,1
itemCollection_Weapons_rare,Reference,1,1
itemCollection_Weapons_Mydron_rare,Reference,1,1
itemCollection_Weapons_Marik_rare,Reference,1,1
itemCollection_Weapons_Magna_rare,Reference,1,1
itemCollection_Weapons_Magistracy_rare,Reference,1,1
itemCollection_Weapons_LongFire_rare,Reference,1,1
itemCollection_Weapons_Liao_rare,Reference,1,1
itemCollection_Weapons_Kurita_rare,Reference,1,1
itemCollection_Weapons_Kali_Yama_rare,Reference,1,1
itemCollection_Weapons_Irian_rare,Reference,1,1
itemCollection_Weapons_Intek_rare,Reference,1,1
itemCollection_Weapons_Imperator_rare,Reference,1,1
itemCollection_Weapons_Holly_rare,Reference,1,1
itemCollection_Weapons_Flamers_rare,Reference,1,1
itemCollection_Weapons_Federated_rare,Reference,1,1
itemCollection_Weapons_ExoStar_rare,Reference,1,1
itemCollection_Weapons_Donal_rare,Reference,1,1
itemCollection_Weapons_Diverse_Optics_rare,Reference,1,1
itemCollection_Weapons_Delta_rare,Reference,1,1
itemCollection_Weapons_Defiance_rare,Reference,1,1
itemCollection_Weapons_Davion_rare,Reference,1,1
itemCollection_Weapons_Ceres_Arms_rare,Reference,1,1
Weapon_Laser_SmallLaser_3-Intek,Weapon,5,10
Weapon_Narc_Standard_2-Kali_Yama,Weapon,1,1
Weapon_MachineGun_MachineGun_2-Brigadier,Weapon,1,3
Weapon_MachineGun_MachineGun_2-VMI,Weapon,1,3
Ammo_AmmunitionBox_Generic_GAUSS,AmmunitionBox,2,8
Ammo_AmmunitionBox_Generic_LB2X,AmmunitionBox,2,8
Ammo_AmmunitionBox_Generic_LB5X,AmmunitionBox,2,8
Ammo_AmmunitionBox_Generic_LB10X,AmmunitionBox,2,8
Ammo_AmmunitionBox_Generic_LB20X,AmmunitionBox,2,8
Ammo_AmmunitionBox_Generic_Narc,AmmunitionBox,2,8
Weapon_Autocannon_LB2X_0-STOCK,Weapon,1,1
Weapon_Autocannon_LB5X_0-STOCK,Weapon,1,1
Weapon_Autocannon_LB10X_0-STOCK,Weapon,1,1
Weapon_Autocannon_LB20X_0-STOCK,Weapon,1,1
Weapon_Autocannon_UAC2_0-STOCK,Weapon,1,1
Weapon_Autocannon_UAC5_0-STOCK,Weapon,1,1
Weapon_Autocannon_UAC10_0-STOCK,Weapon,1,1
Weapon_Autocannon_UAC20_0-STOCK,Weapon,1,1
