itemCollection_SLDF_Weapons_lvl-5,,,
itemCollection_Weapons_SLDF_rare,Reference,1,1
itemCollection_shopItems_researchProgression,Reference,3,1
itemCollection_shopItems_starleagueProgression,Reference,5,1
Weapon_Gauss_Gauss_2-SCI,Weapon,1,1
Weapon_Laser_LargeLaserER_3-SCI,Weapon,1,1
Weapon_Laser_LargeLaserPulse_3-SCI,Weapon,1,1
Weapon_Laser_MediumLaserER_3-SCI,Weapon,1,1
Weapon_Laser_MediumLaserPulse_3-SCI,Weapon,1,1
Weapon_Laser_SmallLaserER_3-SCI,Weapon,1,1
Weapon_Laser_SmallLaserPulse_3-SCI,Weapon,1,1
Weapon_PPC_PPCER_2-Kong,Weapon,1,1
Weapon_PPC_PPC_3-Ceres_Arms,Weapon,1,1
Weapon_Autocannon_AC20_SPECIAL-Victoria,Weapon,1,1
Weapon_Flamer_Flamer_SPECIAL-Victoria,Weapon,1,1
Weapon_Autocannon_UAC5_1-Mydron,Weapon,1,1
Weapon_Autocannon_UAC5_2-Mydron,Weapon,1,1
Weapon_Autocannon_LB10X_1-Western,Weapon,1,1
Weapon_Autocannon_LB10X_2-Western,Weapon,1,1
