itemCollection_SLDF_MechPart_lvl-4,,,
mechdef_awesome_AWS-8Q,MechPart,1,1
mechdef_awesome_AWS-8T,MechPart,1,1
mechdef_battlemaster_BLR-1G,MechPart,1,2
mechdef_atlas_AS7-D,MechPart,1,1
mechdef_hatchetman_HCT-3X,MechPart,1,1
mechdef_zeus_ZEU-6S,MechPart,1,1
mechdef_stalker_STK-3F,MechPart,1,1
mechdef_banshee_BNC-3S,MechPart,1,1
mechdef_bullshark_BSK-MAZ,MechPart,1,1
mechdef_annihilator_ANH-1A,MechPart,1,1
mechdef_atlas_AS7-D,MechPart,1,1
mechdef_rifleman_RFL-3C,MechPart,1,1
mechdef_rifleman_RFL-4D,MechPart,1,1
mechdef_jagermech_JM6-A,MechPart,1,1
mechdef_jagermech_JM6-S,MechPart,1,1
mechdef_thunderbolt_TDR-5SE,MechPart,1,1
mechdef_warhammer_WHM-6D,MechPart,1,1
mechdef_marauder_MAD-3D,MechPart,1,1
mechdef_assassin_ASN-101,MechPart,1,1
mechdef_blackjack_BJ-1DB,MechPart,1,1
mechdef_enforcer_ENF-4R,MechPart,1,1
mechdef_shadowhawk_SHD-2D,MechPart,1,1
mechdef_vulcan_VL-5T,MechPart,1,1
mechdef_granddragon_DRG-1G,MechPart,1,1
mechdef_phoenixhawk_PXH-1K,MechPart,1,1
mechdef_vindicator_VND-1AA,MechPart,1,1
mechdef_trebuchet_TBT-7K,MechPart,1,1
mechdef_catapult_CPLT-C4,MechPart,1,1
mechdef_cataphract_CTF-0X,MechPart,1,1
mechdef_grasshopper_GHR-5H,MechPart,1,1
mechdef_thunderbolt_TDR-5SS,MechPart,1,1
mechdef_archer_ARC-2S,MechPart,1,1
mechdef_centurion_CN9-AL,MechPart,1,1
mechdef_hunchback_HBK-4P,MechPart,1,1
mechdef_zeus_ZEU-6T,MechPart,1,1
mechdef_battlemaster_BLR-1S,MechPart,1,1
mechdef_cyclops_CP-10-HQ,MechPart,1,1
mechdef_orion_ON1-V,MechPart,1,1
mechdef_hunchback_HBK-4G,MechPart,1,1
